concentration,E/V
2e-09,-4.49522e-06
2e-09,-4.30481e-06
2e-09,-4.11211e-06
2e-09,-3.91941e-06
2e-09,-3.7403e-06
2e-09,-3.50988e-06
2e-09,-3.40454e-06
2e-09,-3.20362e-06
2e-09,-3.00455e-06
2e-09,-2.8053e-06
2e-09,-2.61732e-06
2e-09,-2.41185e-06
2e-09,-2.23428e-06
2e-09,-2.03903e-06
2e-09,-1.84113e-06
2e-09,-1.63732e-06
2e-09,-1.4479e-06
2e-09,-1.23597e-06
2e-09,-1.06551e-06
2e-09,-8.54501e-07
2e-09,-6.45079e-07
2e-09,-4.37765e-07
2e-09,-2.42358e-07
2e-09,-2.63599e-08
2e-09,1.71578e-07
2e-09,3.49407e-07
2e-09,5.57345e-07
2e-09,7.45098e-07
2e-09,9.40747e-07
2e-09,1.1545e-06
2e-09,1.35409e-06
2e-09,1.61239e-06
2e-09,1.72591e-06
2e-09,1.94167e-06
2e-09,2.14148e-06
2e-09,2.41898e-06
2e-09,2.62742e-06
2e-09,2.99577e-06
2e-09,3.06911e-06
2e-09,3.34284e-06
2e-09,3.64957e-06
2e-09,4.02714e-06
2e-09,4.35501e-06
2e-09,4.58579e-06
2e-09,4.80685e-06
2e-09,5.19726e-06
2e-09,5.58618e-06
2e-09,6.12549e-06
2e-09,6.55661e-06
2e-09,7.10289e-06
2e-09,7.60845e-06
2e-09,8.13093e-06
2e-09,8.67146e-06
2e-09,9.23002e-06
2e-09,9.75796e-06
2e-09,1.04378e-05
2e-09,1.12047e-05
2e-09,1.20211e-05
2e-09,1.28482e-05
2e-09,1.3722e-05
2e-09,1.46912e-05
2e-09,1.57181e-05
2e-09,1.6787e-05
2e-09,1.78817e-05
2e-09,1.91071e-05
2e-09,2.03607e-05
2e-09,2.15735e-05
2e-09,2.29082e-05
2e-09,2.43182e-05
2e-09,2.57858e-05
2e-09,2.72889e-05
2e-09,2.88989e-05
2e-09,3.04629e-05
2e-09,3.20606e-05
2e-09,3.36564e-05
2e-09,3.52533e-05
2e-09,3.66817e-05
2e-09,3.80815e-05
2e-09,3.97388e-05
2e-09,4.13231e-05
2e-09,4.28014e-05
2e-09,4.41936e-05
2e-09,4.54359e-05
2e-09,4.6618e-05
2e-09,4.75724e-05
2e-09,4.88528e-05
2e-09,4.98993e-05
2e-09,5.08663e-05
2e-09,5.16959e-05
2e-09,5.25784e-05
2e-09,5.3549e-05
2e-09,5.45374e-05
2e-09,5.55512e-05
2e-09,5.6552e-05
2e-09,5.76299e-05
2e-09,5.86895e-05
2e-09,5.9795e-05
2e-09,6.08556e-05
2e-09,6.18869e-05
2e-09,6.28634e-05
2e-09,6.37973e-05
2e-09,6.46952e-05
2e-09,6.55877e-05
2e-09,6.65264e-05
2e-09,6.75273e-05
2e-09,6.88703e-05
2e-09,7.07256e-05
2e-09,7.30704e-05
2e-09,7.61937e-05
2e-09,7.93694e-05
2e-09,8.28114e-05
2e-09,8.65146e-05
2e-09,9.03191e-05
2e-09,9.41869e-05
2e-09,9.80019e-05
2e-09,0.000101692
2e-09,0.000105236
2e-09,0.000108517
2e-09,0.000111467
2e-09,0.000114076
2e-09,0.000116131
2e-09,0.00011748
2e-09,0.000118005
2e-09,0.000117601
2e-09,0.000116325
2e-09,0.000113636
2e-09,0.000109317
2e-09,0.000103406
2e-09,9.60391e-05
2e-09,8.81431e-05
2e-09,8.03566e-05
2e-09,7.27503e-05
2e-09,6.628e-05
2e-09,6.12414e-05
2e-09,5.74845e-05
2e-09,5.49079e-05
2e-09,5.29727e-05
2e-09,5.1509e-05
2e-09,5.05542e-05
2e-09,4.99903e-05
2e-09,4.9647e-05
2e-09,4.92116e-05
2e-09,4.8818e-05
2e-09,4.88376e-05
2e-09,4.8735e-05
2e-09,4.86291e-05
2e-09,4.87432e-05
2e-09,4.90692e-05
2e-09,4.92973e-05
2e-09,4.96492e-05
2e-09,4.9572e-05
2e-09,4.94564e-05
2e-09,4.94205e-05
2e-09,4.97352e-05
2e-09,4.99938e-05
2e-09,5.02376e-05
2e-09,5.0493e-05
2e-09,5.08254e-05
2e-09,5.1305e-05
2e-09,5.20668e-05
2e-09,5.27192e-05
2e-09,5.19307e-05
2e-09,5.16237e-05
2e-09,5.21695e-05
2e-09,5.34933e-05
2e-09,5.35423e-05
2e-09,5.36648e-05
2e-09,5.35749e-05
2e-09,5.35134e-05
2e-09,5.30845e-05
2e-09,5.25293e-05
2e-09,5.27201e-05
2e-09,5.32863e-05
2e-09,5.29713e-05
2e-09,5.26449e-05
2e-09,5.22794e-05
2e-09,5.18824e-05
2e-09,5.14329e-05
2e-09,5.09193e-05
2e-09,5.02875e-05
2e-09,4.96216e-05
2e-09,4.89405e-05
2e-09,4.82907e-05
2e-09,4.76087e-05
2e-09,4.68805e-05
2e-09,4.61026e-05
2e-09,4.53056e-05
2e-09,4.45264e-05
2e-09,4.38603e-05
2e-09,4.29802e-05
2e-09,4.21388e-05
2e-09,4.14267e-05
2e-09,4.07697e-05
2e-09,4.01729e-05
2e-09,3.96607e-05
2e-09,3.92182e-05
2e-09,3.87661e-05
2e-09,3.84696e-05
2e-09,3.82272e-05
2e-09,3.80391e-05
2e-09,3.78859e-05
2e-09,3.77755e-05
2e-09,3.77115e-05
2e-09,3.76891e-05
2e-09,3.77018e-05
2e-09,3.77438e-05
2e-09,3.78138e-05
2e-09,3.79083e-05
2e-09,3.80205e-05
2e-09,3.81513e-05
2e-09,3.82979e-05
2e-09,3.84549e-05
2e-09,3.86222e-05
2e-09,3.88049e-05
2e-09,3.89934e-05
2e-09,3.91963e-05
2e-09,3.93993e-05
2e-09,3.96037e-05
2e-09,3.98148e-05
2e-09,4.0027e-05
2e-09,4.02397e-05
2e-09,4.04561e-05
2e-09,4.06677e-05
2e-09,4.08788e-05
2e-09,4.10846e-05
2e-09,4.12942e-05
2e-09,4.14895e-05
2e-09,4.16822e-05
2e-09,4.18717e-05
2e-09,4.20759e-05
2e-09,4.22881e-05
2e-09,4.23503e-05
2e-09,4.25141e-05
2e-09,4.28916e-05
2e-09,4.32021e-05
2e-09,4.33724e-05
2e-09,4.35616e-05
2e-09,4.37222e-05
2e-09,4.38834e-05
2e-09,4.40004e-05
2e-09,4.41885e-05
2e-09,4.46288e-05
2e-09,4.4824e-05
2e-09,4.50129e-05
2e-09,4.51799e-05
2e-09,4.53778e-05
2e-09,4.56353e-05
2e-09,4.58916e-05
2e-09,4.61472e-05
2e-09,4.63873e-05
2e-09,4.66377e-05
2e-09,4.68626e-05
2e-09,4.70828e-05
2e-09,4.73119e-05
2e-09,4.75304e-05
2e-09,4.77564e-05
2e-09,4.79628e-05
2e-09,4.81697e-05
2e-09,4.83535e-05
2e-09,4.85324e-05
2e-09,4.87167e-05
2e-09,4.88924e-05
2e-09,4.91054e-05
2e-09,4.9383e-05
2e-09,4.95423e-05
2e-09,4.9732e-05
2e-09,4.98926e-05
2e-09,5.00386e-05
2e-09,5.02958e-05
2e-09,5.04749e-05
2e-09,5.06867e-05
2e-09,5.08736e-05
2e-09,5.1034e-05
2e-09,5.1157e-05
2e-09,5.12237e-05
2e-09,5.12615e-05
2e-09,5.13504e-05
2e-09,5.14312e-05
2e-09,5.1532e-05
2e-09,5.1649e-05
2e-09,5.17969e-05
2e-09,5.15731e-05
2e-09,5.15316e-05
2e-09,5.18746e-05
2e-09,5.24784e-05
2e-09,5.26631e-05
2e-09,5.28441e-05
2e-09,5.24468e-05
2e-09,5.26721e-05
2e-09,5.29449e-05
2e-09,5.32645e-05
2e-09,5.3571e-05
2e-09,5.38615e-05
2e-09,5.42074e-05
2e-09,5.45246e-05
2e-09,5.49924e-05
2e-09,5.49631e-05
2e-09,5.46247e-05
2e-09,5.50233e-05
2e-09,5.53676e-05
2e-09,5.57032e-05
2e-09,5.60011e-05
2e-09,5.62126e-05
2e-09,5.62988e-05
2e-09,5.64971e-05
2e-09,5.68307e-05
2e-09,5.80315e-05
2e-09,5.78934e-05
2e-09,5.80396e-05
2e-09,5.82807e-05
2e-09,5.85292e-05
2e-09,5.8873e-05
2e-09,5.91418e-05
2e-09,5.94203e-05
2e-09,5.97665e-05
2e-09,6.01533e-05
2e-09,6.06073e-05
2e-09,6.1368e-05
2e-09,6.20367e-05
2e-09,6.23915e-05
2e-09,6.28579e-05
2e-09,6.34993e-05
2e-09,6.42341e-05
2e-09,6.50256e-05
2e-09,6.58541e-05
2e-09,6.66629e-05
2e-09,6.75468e-05
2e-09,6.8504e-05
2e-09,6.95453e-05
2e-09,7.07209e-05
2e-09,7.18665e-05
2e-09,7.30541e-05
2e-09,7.41851e-05
2e-09,7.54938e-05
2e-09,7.68281e-05
2e-09,7.8253e-05
2e-09,7.97331e-05
2e-09,8.12682e-05
2e-09,8.28368e-05
2e-09,8.43494e-05
2e-09,8.59406e-05
2e-09,8.76443e-05
2e-09,8.94153e-05
2e-09,9.11808e-05
2e-09,9.31576e-05
2e-09,9.50728e-05
2e-09,9.71049e-05
2e-09,9.92709e-05
2e-09,0.000101528
2e-09,0.00010422
2e-09,0.000106569
2e-09,0.000108802
2e-09,0.000110842
2e-09,0.000113242
2e-09,0.000116081
2e-09,0.000118694
2e-09,0.000121455
2e-09,0.00012427
2e-09,0.000127096
2e-09,0.000130011
2e-09,0.000133036
2e-09,0.000136158
2e-09,0.000139298
2e-09,0.000142257
2e-09,0.000145439
2e-09,0.000148651
2e-09,0.000151776
2e-09,0.00015491
2e-09,0.000158165
2e-09,0.000161492
2e-09,0.000164807
2e-09,0.000168104
2e-09,0.000171521
2e-09,0.000174962
2e-09,0.000178378
2e-09,0.000181855
2e-09,0.000185243
2e-09,0.000188605
2e-09,0.000192201
2e-09,0.000195753
2e-09,0.000199353
2e-09,0.00020307
2e-09,0.00020654
2e-09,0.000210047
2e-09,0.000214002
2e-09,0.000217494
2e-09,0.000220936
2e-09,0.00022448
2e-09,0.000228163
2e-09,0.000231734
2e-09,0.000235164
2e-09,0.00023861
2e-09,0.00024226
2e-09,0.000246005
2e-09,0.000249732
2e-09,0.000253174
2e-09,0.000256718
2e-09,0.000260234
2e-09,0.000263797
2e-09,0.000267352
2e-09,0.000270904
2e-09,0.000274445
2e-09,0.000277918
2e-09,0.000281449
2e-09,0.000284932
2e-09,0.000288316
2e-09,0.00029172
2e-09,0.000295152
2e-09,0.000298493
2e-09,0.00030152
2e-09,0.000304759
2e-09,0.000308179
2e-09,0.000311522
2e-09,0.0003149
2e-09,0.000318208
2e-09,0.00032133
2e-09,0.000324383
2e-09,0.000327409
2e-09,0.000330489
2e-09,0.000333369
2e-09,0.00033628
2e-09,0.000339089
2e-09,0.000341872
2e-09,0.000344704
2e-09,0.00034747
2e-09,0.000350248
2e-09,0.000343048
2e-09,0.000336163
2e-09,0.000329546
2e-09,0.000323087
2e-09,0.000316706
2e-09,0.000310403
2e-09,0.000304199
2e-09,0.000298087
2e-09,0.000292082
2e-09,0.000286236
2e-09,0.000280365
2e-09,0.000274782
2e-09,0.000269192
2e-09,0.000263716
2e-09,0.000258518
2e-09,0.000252976
2e-09,0.000247745
2e-09,0.00024258
2e-09,0.000237583
2e-09,0.000232608
2e-09,0.000227727
2e-09,0.000222916
2e-09,0.000218162
2e-09,0.000213532
2e-09,0.000209006
2e-09,0.000204502
2e-09,0.000199868
2e-09,0.000195622
2e-09,0.000191469
2e-09,0.000187215
2e-09,0.000182565
2e-09,0.000178058
2e-09,0.000174054
2e-09,0.000169926
2e-09,0.000165829
2e-09,0.000162008
2e-09,0.00015814
2e-09,0.000154395
2e-09,0.000150697
2e-09,0.000146466
2e-09,0.000142356
2e-09,0.0001396
2e-09,0.000134849
2e-09,0.000130813
2e-09,0.000127755
2e-09,0.000125056
2e-09,0.000122374
2e-09,0.000118938
2e-09,0.000115145
2e-09,0.000111718
2e-09,0.000108606
2e-09,0.000105534
2e-09,0.000103075
2e-09,0.000102809
2e-09,9.88711e-05
2e-09,9.67108e-05
2e-09,9.47032e-05
2e-09,9.19757e-05
2e-09,8.89416e-05
2e-09,8.73955e-05
2e-09,8.49713e-05
2e-09,8.30664e-05
2e-09,8.02397e-05
2e-09,7.81276e-05
2e-09,7.61e-05
2e-09,7.35204e-05
2e-09,7.14066e-05
2e-09,6.85762e-05
2e-09,6.67364e-05
2e-09,6.47718e-05
2e-09,6.28151e-05
2e-09,6.06573e-05
2e-09,5.87581e-05
2e-09,5.71845e-05
2e-09,5.51898e-05
2e-09,5.32696e-05
2e-09,5.13405e-05
2e-09,4.96319e-05
2e-09,4.78259e-05
2e-09,4.61898e-05
2e-09,4.44638e-05
2e-09,4.29416e-05
2e-09,4.1409e-05
2e-09,3.99223e-05
2e-09,3.84306e-05
2e-09,3.71338e-05
2e-09,3.54122e-05
2e-09,3.40877e-05
2e-09,3.28101e-05
2e-09,3.15786e-05
2e-09,3.04265e-05
2e-09,2.92874e-05
2e-09,2.81419e-05
2e-09,2.70704e-05
2e-09,2.60462e-05
2e-09,2.50782e-05
2e-09,2.41371e-05
2e-09,2.33059e-05
2e-09,2.24184e-05
2e-09,2.15913e-05
2e-09,2.08041e-05
2e-09,2.00664e-05
2e-09,1.93377e-05
2e-09,1.86548e-05
2e-09,1.79864e-05
2e-09,1.73532e-05
2e-09,1.67582e-05
2e-09,1.61947e-05
2e-09,1.56591e-05
2e-09,1.5153e-05
2e-09,1.46692e-05
2e-09,1.42061e-05
2e-09,1.37718e-05
2e-09,1.33781e-05
2e-09,1.2986e-05
2e-09,1.26166e-05
2e-09,1.22612e-05
2e-09,1.19265e-05
2e-09,1.16062e-05
2e-09,1.13073e-05
2e-09,1.10234e-05
2e-09,1.07581e-05
2e-09,1.05108e-05
2e-09,1.02663e-05
2e-09,1.00317e-05
2e-09,9.80974e-06
2e-09,9.60344e-06
2e-09,9.40306e-06
2e-09,9.44193e-06
2e-09,9.08829e-06
2e-09,8.89771e-06
2e-09,8.72855e-06
2e-09,8.56369e-06
2e-09,8.41138e-06
2e-09,8.26739e-06
2e-09,8.1291e-06
2e-09,7.9981e-06
2e-09,7.87078e-06
2e-09,7.74766e-06
2e-09,7.62939e-06
2e-09,7.51789e-06
2e-09,7.41172e-06
2e-09,7.30675e-06
2e-09,7.20694e-06
2e-09,7.11209e-06
2e-09,7.01536e-06
2e-09,6.92386e-06
2e-09,6.83428e-06
2e-09,6.74831e-06
2e-09,6.66505e-06
2e-09,6.58157e-06
2e-09,6.50331e-06
2e-09,6.42611e-06
2e-09,6.34533e-06
2e-09,6.27025e-06
2e-09,6.19396e-06
2e-09,6.12068e-06
2e-09,6.04855e-06
2e-09,5.97789e-06
2e-09,5.90741e-06
2e-09,5.84055e-06
2e-09,5.77144e-06
2e-09,5.70713e-06
2e-09,5.64357e-06
2e-09,5.57804e-06
2e-09,5.51608e-06
2e-09,5.45302e-06
2e-09,5.39081e-06
2e-09,5.3275e-06
2e-09,5.26677e-06
2e-09,5.20496e-06
2e-09,5.14742e-06
2e-09,5.08358e-06
2e-09,5.02287e-06
2e-09,4.96066e-06
2e-09,4.89935e-06
2e-09,4.83517e-06
2e-09,4.77543e-06
2e-09,4.71212e-06
2e-09,4.64919e-06
2e-09,4.58681e-06
2e-09,4.52549e-06
2e-09,4.46031e-06
2e-09,4.3994e-06
2e-09,4.33494e-06
2e-09,4.27091e-06
2e-09,4.20495e-06
2e-09,4.14321e-06
2e-09,4.0783e-06
2e-09,4.01232e-06
2e-09,3.94703e-06
2e-09,3.84438e-06
2e-09,3.77471e-06
2e-09,3.71005e-06
2e-09,3.64192e-06
2e-09,3.57286e-06
2e-09,3.50168e-06
2e-09,3.42812e-06
2e-09,3.35708e-06
2e-09,3.28474e-06
2e-09,3.2123e-06
2e-09,3.13992e-06
2e-09,3.07069e-06
2e-09,3.00067e-06
2e-09,2.92202e-06
2e-09,2.84105e-06
2e-09,2.76113e-06
2e-09,2.68121e-06
2e-09,2.59833e-06
2e-09,2.5172e-06
2e-09,2.43241e-06
2e-09,2.34366e-06
2e-09,2.26677e-06
2e-09,2.18314e-06
2e-09,2.09974e-06
2e-09,2.01378e-06
2e-09,1.92334e-06
2e-09,1.83484e-06
2e-09,1.74755e-06
2e-09,1.65648e-06
2e-09,1.541e-06
2e-09,1.4544e-06
2e-09,1.39699e-06
2e-09,1.25464e-06
2e-09,1.18788e-06
2e-09,1.10253e-06
2e-09,1.00443e-06
2e-09,6.36241e-07
2e-09,7.29364e-07
2e-09,6.82821e-07
2e-09,6.23122e-07
2e-09,5.00327e-07
2e-09,2.06046e-07
2e-09,-1.57299e-08
2e-09,2.72166e-07
2e-09,1.26142e-07
2e-09,-1.46606e-08
2e-09,-1.53447e-07
2e-09,-2.58539e-07
2e-09,-3.18068e-07
2e-09,-4.4497e-07
2e-09,-5.79492e-07
2e-09,-7.06104e-07
2e-09,-8.70023e-07
2e-09,-8.99375e-07
2e-09,-1.03254e-06
2e-09,-1.1724e-06
2e-09,-1.28757e-06
2e-09,-1.41185e-06
2e-09,-1.532e-06
2e-09,-1.66124e-06
2e-09,-1.79316e-06
2e-09,-1.92748e-06
2e-09,-2.06144e-06
2e-09,-2.19602e-06
2e-09,-2.33146e-06
2e-09,-2.46983e-06
2e-09,-2.61487e-06
2e-09,-2.75894e-06
2e-09,-2.91117e-06
2e-09,-3.06129e-06
2e-09,-3.22002e-06
2e-09,-3.37819e-06
2e-09,-3.54662e-06
2e-09,-3.71981e-06
2e-09,-3.89753e-06
2e-09,-4.0826e-06
2e-09,-4.27636e-06
2e-09,-4.47517e-06
2e-09,-4.67858e-06
2e-09,-4.89581e-06
2e-09,-5.12416e-06
2e-09,-5.35743e-06
2e-09,-5.60095e-06
2e-09,-5.85408e-06
2e-09,-6.1164e-06
2e-09,-6.38894e-06
2e-09,-6.67354e-06
2e-09,-6.96904e-06
2e-09,-7.27868e-06
2e-09,-7.596e-06
2e-09,-7.93182e-06
2e-09,-8.27664e-06
2e-09,-8.63597e-06
2e-09,-9.00708e-06
2e-09,-9.39855e-06
2e-09,-9.79267e-06
2e-09,-1.02223e-05
2e-09,-1.06576e-05
2e-09,-1.11066e-05
2e-09,-1.15614e-05
2e-09,-1.20498e-05
2e-09,-1.25513e-05
2e-09,-1.3065e-05
2e-09,-1.35925e-05
2e-09,-1.41426e-05
2e-09,-1.47198e-05
2e-09,-1.53005e-05
2e-09,-1.59137e-05
2e-09,-1.65194e-05
2e-09,-1.71605e-05
2e-09,-1.78558e-05
2e-09,-1.85678e-05
2e-09,-1.9255e-05
2e-09,-1.99243e-05
2e-09,-2.06603e-05
2e-09,-2.1578e-05
2e-09,-2.21751e-05
2e-09,-2.27491e-05
2e-09,-2.34371e-05
2e-09,-2.41898e-05
2e-09,-2.49487e-05
2e-09,-2.61299e-05
2e-09,-2.69253e-05
2e-09,-2.74583e-05
2e-09,-2.82243e-05
2e-09,-2.90631e-05
2e-09,-2.99336e-05
2e-09,-3.04143e-05
2e-09,-3.09677e-05
2e-09,-3.17778e-05
2e-09,-3.25225e-05
2e-09,-3.32309e-05
2e-09,-3.39328e-05
2e-09,-3.41871e-05
2e-09,-3.497e-05
2e-09,-3.56889e-05
2e-09,-3.63948e-05
2e-09,-3.70165e-05
2e-09,-3.75919e-05
2e-09,-3.86161e-05
2e-09,-3.90484e-05
2e-09,-3.95008e-05
2e-09,-3.9911e-05
2e-09,-4.05064e-05
2e-09,-4.12821e-05
2e-09,-4.15745e-05
2e-09,-4.19296e-05
2e-09,-4.23055e-05
2e-09,-4.2713e-05
2e-09,-4.30901e-05
2e-09,-4.36441e-05
2e-09,-4.46162e-05
2e-09,-4.48757e-05
2e-09,-4.49489e-05
2e-09,-4.48736e-05
2e-09,-4.52034e-05
2e-09,-4.57166e-05
2e-09,-4.61417e-05
2e-09,-4.66253e-05
2e-09,-4.72017e-05
2e-09,-4.77268e-05
2e-09,-4.81007e-05
2e-09,-4.83635e-05
2e-09,-4.89756e-05
2e-09,-4.94194e-05
2e-09,-4.98742e-05
2e-09,-5.02282e-05
2e-09,-5.02287e-05
2e-09,-5.04852e-05
2e-09,-5.08881e-05
2e-09,-5.12854e-05
2e-09,-5.1672e-05
2e-09,-5.20014e-05
2e-09,-5.22951e-05
2e-09,-5.25926e-05
2e-09,-5.28639e-05
2e-09,-5.31545e-05
2e-09,-5.34435e-05
2e-09,-5.36689e-05
2e-09,-5.37982e-05
2e-09,-5.40573e-05
2e-09,-5.41535e-05
2e-09,-5.46296e-05
2e-09,-5.49269e-05
2e-09,-5.49583e-05
2e-09,-5.50593e-05
2e-09,-5.54364e-05
2e-09,-5.59619e-05
2e-09,-5.62011e-05
2e-09,-5.61633e-05
2e-09,-5.6597e-05
2e-09,-5.75053e-05
2e-09,-5.77992e-05
2e-09,-5.80638e-05
2e-09,-5.83276e-05
2e-09,-5.87324e-05
2e-09,-5.91914e-05
2e-09,-5.94283e-05
2e-09,-5.95546e-05
2e-09,-6.07752e-05
2e-09,-6.1602e-05
2e-09,-6.19773e-05
2e-09,-6.2328e-05
2e-09,-6.28964e-05
2e-09,-6.33431e-05
2e-09,-6.38357e-05
2e-09,-6.54859e-05
2e-09,-6.80362e-05
2e-09,-7.04913e-05
2e-09,-7.22885e-05
2e-09,-7.42384e-05
2e-09,-7.64249e-05
2e-09,-7.86549e-05
2e-09,-8.10003e-05
2e-09,-8.27293e-05
2e-09,-8.51226e-05
2e-09,-8.80349e-05
2e-09,-9.05002e-05
2e-09,-9.29047e-05
2e-09,-9.52997e-05
2e-09,-9.76243e-05
2e-09,-0.000100092
2e-09,-0.00010248
2e-09,-0.000104934
2e-09,-0.000107282
2e-09,-0.00010922
2e-09,-0.000111956
2e-09,-0.000114006
2e-09,-0.000116398
2e-09,-0.000118686
2e-09,-0.000120867
2e-09,-0.000122833
2e-09,-0.000125125
2e-09,-0.000127773
2e-09,-0.000130092
2e-09,-0.00013182
2e-09,-0.000133944
2e-09,-0.000136052
2e-09,-0.000138072
2e-09,-0.000140072
2e-09,-0.000142102
2e-09,-0.000144033
2e-09,-0.00014574
2e-09,-0.000147557
2e-09,-0.000149483
2e-09,-0.000151182
2e-09,-0.000152983
2e-09,-0.000154884
2e-09,-0.000156414
2e-09,-0.000157579
2e-09,-0.000159422
2e-09,-0.000161074
2e-09,-0.000162589
2e-09,-0.000164473
2e-09,-0.00016613
2e-09,-0.000167533
2e-09,-0.000169174
2e-09,-0.000170366
2e-09,-0.000171207
2e-09,-0.000172822
2e-09,-0.00017442
2e-09,-0.000175723
2e-09,-0.000177052
2e-09,-0.000178335
2e-09,-0.000178753
2e-09,-0.000179591
2e-09,-0.000180655
2e-09,-0.000181675
2e-09,-0.000182723
2e-09,-0.000183609
2e-09,-0.000184491
2e-09,-0.000185725
2e-09,-0.000186774
2e-09,-0.000187502
2e-09,-0.0001884
2e-09,-0.000188932
2e-09,-0.000189841
2e-09,-0.000190819
2e-09,-0.000191558
2e-09,-0.000192188
2e-09,-0.000192749
2e-09,-0.000193515
2e-09,-0.000194078
2e-09,-0.000194698
2e-09,-0.000195529
2e-09,-0.000196961
2e-09,-0.000198068
2e-09,-0.000198855
2e-09,-0.000199903
2e-09,-0.000201026
2e-09,-0.000201415
2e-09,-0.000201351
2e-09,-0.000200874
2e-09,-0.00019989
2e-09,-0.000201142
2e-09,-0.000199831
2e-09,-0.000196151
2e-09,-0.000189143
2e-09,-0.000174674
2e-09,-0.00015243
2e-09,-0.000130202
2e-09,-0.00011387
2e-09,-0.000103317
2e-09,-9.6329e-05
2e-09,-9.01144e-05
2e-09,-8.52159e-05
2e-09,-8.12186e-05
2e-09,-7.78271e-05
2e-09,-7.46863e-05
2e-09,-7.18704e-05
2e-09,-6.93238e-05
2e-09,-6.69992e-05
2e-09,-6.48895e-05
2e-09,-6.306e-05
2e-09,-6.13012e-05
2e-09,-5.98483e-05
2e-09,-5.83945e-05
2e-09,-5.70373e-05
2e-09,-5.59749e-05
2e-09,-5.51093e-05
2e-09,-5.41157e-05
2e-09,-5.32059e-05
2e-09,-5.23757e-05
2e-09,-5.16697e-05
2e-09,-5.11176e-05
2e-09,-5.05663e-05
2e-09,-5.00692e-05
2e-09,-4.96332e-05
2e-09,-8.22577e-05
2e-09,-5.94275e-05
2e-09,-4.86762e-05
2e-09,-4.13889e-05
2e-09,-4.00871e-05
2e-09,-3.60249e-05
2e-09,-3.26972e-05
2e-09,-3.00964e-05
2e-09,-2.83641e-05
2e-09,-2.63543e-05
2e-09,-2.47183e-05
2e-09,-2.34153e-05
2e-09,-2.21455e-05
2e-09,-2.1145e-05
2e-09,-2.00209e-05
2e-09,-1.91641e-05
2e-09,-1.82996e-05
2e-09,-1.75657e-05
2e-09,-1.68934e-05
2e-09,-1.62495e-05
2e-09,-1.56154e-05
2e-09,-1.51035e-05
2e-09,-1.45849e-05
2e-09,-1.42255e-05
2e-09,-1.37763e-05
2e-09,-1.33237e-05
2e-09,-1.28187e-05
2e-09,-1.25353e-05
2e-09,-1.23463e-05
2e-09,-1.20131e-05
2e-09,-1.15953e-05
2e-09,-1.12788e-05
2e-09,-1.09959e-05
2e-09,-1.06434e-05
2e-09,-1.0273e-05
2e-09,-1.00018e-05
2e-09,-9.72432e-06
2e-09,-9.47591e-06
2e-09,-9.24677e-06
2e-09,-8.98318e-06
2e-09,-8.75893e-06
2e-09,-8.46728e-06
2e-09,-8.26468e-06
2e-09,-8.05531e-06
2e-09,-7.80067e-06
2e-09,-7.57597e-06
2e-09,-7.38694e-06
2e-09,-7.19029e-06
2e-09,-7.01508e-06
2e-09,-6.8173e-06
2e-09,-6.67104e-06
2e-09,-6.59563e-06
2e-09,-6.38586e-06
2e-09,-6.24477e-06
2e-09,-6.09875e-06
2e-09,-5.92967e-06
2e-09,-5.77296e-06
2e-09,-5.61567e-06
2e-09,-5.46693e-06
2e-09,-5.33999e-06
2e-09,-5.22349e-06
2e-09,-5.09105e-06
2e-09,-4.95296e-06
2e-09,-4.82359e-06
2e-09,-4.69722e-06
2e-09,-4.59124e-06
2e-09,-4.4573e-06
2e-09,-4.32298e-06
2e-09,-4.22164e-06
2e-09,-4.08172e-06
2e-09,-3.97269e-06
2e-09,-3.85085e-06
2e-09,-3.72603e-06
2e-09,-3.65182e-06
2e-09,-3.55965e-06
2e-09,-3.51177e-06
2e-09,-3.39748e-06
2e-09,-3.19544e-06
2e-09,-3.07409e-06
2e-09,-2.9524e-06
2e-09,-2.85574e-06
2e-09,-2.71536e-06
2e-09,-2.5519e-06
2e-09,-2.38965e-06
2e-09,-2.20508e-06
2e-09,-2.08143e-06
2e-09,-1.90659e-06
2e-09,-2.08056e-06
2e-09,-2.15909e-06
2e-09,-1.99764e-06
2e-09,-1.96674e-06
2e-09,-2.37991e-06
2e-09,-2.71274e-06
2e-09,-1.95293e-06
2e-09,-1.92025e-06
2e-09,-1.69518e-06
2e-09,-1.80406e-06
2e-09,-1.58882e-06
2e-09,-1.38302e-06
2e-09,-1.34751e-06
2e-09,-1.38245e-06
2e-09,-1.42792e-06
2e-09,-1.24236e-06
2e-09,-1.02199e-06
2e-09,-8.58823e-07
2e-09,-8.07998e-07
2e-09,-4.29053e-07
2e-09,-3.44332e-07
2e-09,-3.36105e-07
2e-09,-3.7618e-07
2e-09,-4.20962e-07
2e-09,-3.25505e-07
2e-09,-2.04924e-07
2e-09,-1.05957e-07
2e-09,-1.35089e-08
2e-09,6.89913e-08
2e-09,1.26382e-07
2e-09,1.80199e-07
2e-09,2.21613e-07
2e-09,3.72401e-07
2e-09,4.69469e-07
2e-09,5.16803e-07
2e-09,5.74923e-07
2e-09,6.30382e-07
2e-09,7.29611e-07
2e-09,7.81872e-07
2e-09,8.34039e-07
2e-09,8.86977e-07
2e-09,9.45876e-07
2e-09,9.88544e-07
2e-09,1.02427e-06
2e-09,1.09851e-06
2e-09,1.14441e-06
2e-09,1.19192e-06
